"","Year","Muni","FOB","TONS"
"478",2016,"Paverama",187561.315483,10765.664226257
"479",2016,"Relvado",317539.8762772,17096.88891086
"480",2016,"Roca Sales",86106.28397355,2393.026509125
"481",2016,"Santa Clara Do Sul",15677.3130464,394.528869114
"482",2016,"Westfalia",10114.7226567,221.144704495
"483",2016,"Pouso Novo",6940.31692712,955.027324203
"484",2016,"Venancio Aires",38579.9005313,608.872880576
"485",2016,"Estrela Velha",20432.6256862,118.629059649
"486",2016,"Ibiaca",663.7057061,1.215578216
"487",2016,"Boa Vista Do Burica",22110.74448167,626.101318756
"488",2016,"Derrubadas",6425.03238779,89.647571019
"489",2016,"Tres Passos",51705.9113153,1292.522267926
"490",2016,"Fontoura Xavier",38099.1422928,6971.930678971
"491",2016,"Sao Jose Do Herval",281482.104066,2186.05969192
"492",2016,"Nao-Me-Toque",50779.00277995,164.61392874
"493",2016,"Tio Hugo",635.583995524,4.590998842
"494",2016,"Abelardo Luz",4147.313101075,1040.560668286
"495",2016,"Guaraciaba",1985286.2597738,48973.438034147
"496",2016,"Dionisio Cerqueira",2927918.31065,75295.51788249
"497",2016,"Congonhinhas",255608.84149,7029.1778429
"498",2016,"Cornelio Procopio",206935.988672,26093.80527109
"499",2016,"Nova America Da Colina",895292.46848,2363.16837658
"500",2016,"Cruzeiro Do Sul",3820223.296955,102756.5985541
"501",2016,"Diamante Do Norte",2701512.58223,66155.06025509
"502",2016,"Marilena",938683.273195,16924.936934997
"503",2016,"Sao Joao Do Caiua",70338.009876861,449.09976515
"504",2016,"Tamboara",111185.457652465,17655.008750153
"505",2016,"Prado Ferreira",8286905.318962,198018.846398604
"506",2016,"Angulo",1153018.90445,24440.796972654
"507",2016,"Astorga",108850.4053694,5483.295935878
"508",2016,"Guaraci",163347.16345653,12408.893806418
"509",2016,"Iguaracu",1789006.66414652,11605.188912893
"510",2016,"Lobato",537.14099226,8.984224992
"511",2016,"Munhoz De Melo",960990.434840237,50612.008254889
"512",2016,"Nossa Senhora Das Gracas",1658601.1846088,81375.26718199
"513",2016,"Santa Fe",837108.029387,33823.4022587
"514",2016,"Apucarana",1679674.04171225,28241.08161159
"515",2016,"California",651329.00922801,7262.261513235
"516",2016,"Cambira",96516.5037579,1604.780539362
"517",2016,"Sabaudia",246251.032947418,2704.652726595
"518",2016,"Godoy Moreira",693239.90424892,12466.77527855
"519",2016,"Sao Joao Do Ivai",180760.8702984,3273.359480588
"520",2016,"Corumbatai Do Sul",171110.175357878,2038.667469675
"521",2016,"Roncador",201162.006019,4078.48597819
"522",2016,"Quinta Do Sol",184947.383722014,2315.471755818
"523",2016,"Barbosa Ferraz",106679.6381723,1784.324572638
"524",2016,"Jataizinho",10678.824565787,246.962388709
"525",2016,"Sao Jeronimo Da Serra",19968.5525186,154.49189068
"526",2016,"Urai",17806.418302,119.227651988
"527",2016,"Nova Santa Barbara",61221.028828,719.24404638
"528",2016,"Jundiai Do Sul",268560.477446,4878.80941625
"529",2016,"Bom Sucesso",1833562.9901087,35124.73817534
"530",2016,"Borrazopolis",569683.8346728,12080.092229277
"531",2016,"Kalore",3453547.48025,42079.6634243
"532",2016,"Marumbi",3110687.31361,82967.26908431
"533",2016,"Rio Bom",4058505.7326527,17989.965825182
"534",2016,"Sulina",1094589.042823,60974.42386706
"535",2016,"Sao Joao",602702.3953301,9979.39678049
"536",2016,"Cambe",196982.9910564,3567.122354705
"537",2016,"Londrina",75802.897316,1439.33860263
"538",2016,"Rolandia",107880.707639145,724.177656
"539",2016,"Ponta Grossa",40998.182979,1435.668648957
"540",2016,"Joaquim Tavora",123602.517760817,1516.608457309
"541",2016,"Quatigua",51677.4009053,541.505876091
"542",2016,"Cidade Gaucha",100791.729794,2735.4261422
"543",2016,"Japura",104469.64085,1473.48045108
"544",2016,"Rondon",828357.123667376,57080.56033612
"545",2016,"Figueira",2410181.850771,57722.08146864
"546",2016,"Jaboti",3905209.21877,37592.491895
"547",2016,"Japira",3524936.975218,224340.29569387
"548",2016,"Imbituva",111846.719825,9057.98002392
"549",2016,"Prudentopolis",413917.971163,19158.36232342
"550",2016,"Ventania",1780465.10947,38733.60174928
"551",2016,"Mandaguari",2518470.25066,68953.05213569
"552",2016,"Maringa",5055071.9732065,15732.782660225
"553",2016,"Aral Moreira",394604.261104,6498.39622248
"554",2016,"Juti",384884.793076925,8472.091229113
"555",2016,"Boa Vista Do Incra",471715.334461,8642.30308454
"556",2016,"Arroio Dos Ratos",292412.6474919,1037.754668018
"557",2016,"Triunfo",328168.013759,8172.348812999
"558",2016,"Vale Verde",21619.2452464,4124.659811023
"559",2016,"Arroio Grande",94150.074569,282.9751336
"560",2016,"Pocone",236305.2373804,5051.076550171
"561",2017,"Unknown Municipality Sao Paulo",2955124,28303.226
"562",2017,"Unknown Municipality Minas Gerais",510643,961.662
"563",2017,"Unknown Municipality Parana",2776582,68763.742
"564",2017,"Unknown Municipality Mato Grosso",6317740,18220
"565",2017,"Unknown Municipality Mato Grosso Do Sul",911420,1533.696
"566",2017,"Unknown Municipality Para",3279413,8546.923
"567",2017,"Canarana",4329538.08677126,61756.747437487
"568",2017,"Carlinda",4549.74012385,36.340198401
"569",2017,"Marcelandia",6173.007715586,2994.268348188
"570",2017,"Nova Santa Helena",3293261.194343,57293.039821003
"571",2017,"Sinop",1056212.4666638,6715.265729464
"572",2017,"Colider",124318.04824408,1971.183286213
"573",2017,"Guaranta Do Norte",376992.855583,2814.7260079
"574",2017,"Nova Canaa Do Norte",693907.968335,3968.499946716
"575",2017,"Peixoto De Azevedo",10551.58989434,25076.706342477
"576",2017,"Nova Ubirata",14241465.461442,114778.98994792
"577",2017,"Nova Maringa",33039752.6125144,399188.298565743
"578",2017,"Porto Dos Gauchos",5871464.98315,45801.36187382
"579",2017,"Novo Horizonte Do Norte",2932252.108593,26247.40875163
"580",2017,"Almas",3822858.74269,11629.03137498
"581",2017,"Dianopolis",5907727.3792,58069.28896
"582",2017,"Santa Rosa Do Tocantins",735818.352904,6509.00578623
"583",2017,"Silvanopolis",457582.26905,1632.1228365
"584",2017,"Corrente",147570.9968,570.8853046
"585",2017,"Sebastiao Barros",174440.861,293.2292862
"586",2017,"Luis Eduardo Magalhaes",1177503.4955,3457.1998274
"587",2017,"Barreiras",810833.283269,7597.19342284
"588",2017,"Cristais",1315920.766464,22901.89533363
"589",2017,"Baldim",22627824.14758,154610.422063
"590",2017,"Papagaios",3499345.4773869,22734.39276318
"591",2017,"Matozinhos",3157045.21106,171475.81903414
"592",2017,"Sete Lagoas",7732570,282856.935
"593",2017,"Formiga",2041748.911644,8854.2048549
"594",2017,"Boa Esperanca",896540.575174,21083.87886426
"595",2017,"Paracatu",1950233.9458132,27104.04190379
"596",2017,"Divinopolis",1060377.82829,19638.53352414
"597",2017,"Claudio",2134842.216459,29377.986827546
"598",2017,"Cristalina",11341.23746,697.2233949
"599",2017,"Bom Jesus De Goias",1194337.43932,59410.54716869
"600",2017,"Guarani De Goias",730606.3014,1396.177919
"601",2017,"Jatai",6929237.45089,97123.8050597
"602",2017,"Rio Verde",2393296.487566,12068.308933472
"603",2017,"Guiratinga",4003699.612308,67324.29677122
"604",2017,"Poxoreo",360113.2379379,5721.099563693
"605",2017,"Tangara Da Serra",4712.965777474,252.56206118
"606",2017,"Campo Verde",4503611.705171,80056.99695865
"607",2017,"Jaciara",3791726.15344093,42048.220424862
"608",2017,"Sorriso",1834166.8421302,3772.236541153
"609",2017,"Bela Vista",2800568.59826,72066.71085526
"610",2017,"Aiuruoca",672499.493385,14874.02309394
"611",2017,"Andrelandia",1449019.565123,70760.739255651
"612",2017,"Cruzilia",2534575.260979,93298.15198629
"613",2017,"Minduri",1954234.71411,53465.67677864
"614",2017,"Sao Vicente De Minas",1778076.621382,11013.78579039
"615",2017,"Serranos",1151959.7602578,28469.04948859
"616",2017,"Baependi",690167.082047,26281.94989718
"617",2017,"Cambuquira",78777.14717292,1974.661212488
"618",2017,"Carmo De Minas",394256.655798,31997.4665569
"619",2017,"Conceicao Do Rio Verde",1948984.98539,31029.27132749
"620",2017,"Jesuania",464536.475698,11205.221754509
"621",2017,"Soledade De Minas",6851609.016182,196245.25766105
"622",2017,"Alfenas",1205813.56337075,3760.234793261
"623",2017,"Carvalhopolis",3804.606950709,144.290230598
"624",2017,"Divisa Nova",80886.8169826,3155.366464266
"625",2017,"Machado",425960.334286,10673.151665282
"626",2017,"Serrania",195773.019414,4751.682382414
"627",2017,"Paraguacu",57915.2558614,2293.775166903
"628",2017,"Carandai",122171.9441428,1391.076313225
"629",2017,"Ibertioga",232748.2470734,11816.78479511
"630",2017,"Ressaquinha",357530.12559755,18436.775061865
"631",2017,"Vicosa",18604.0679082,596.783681142
"632",2017,"Campo Do Meio",10687.37121102,106.86489247
"633",2017,"Campos Gerais",57256.5114163,1506.664349053
"634",2017,"Carmo Da Cachoeira",10015.02087997,678.978535154
"635",2017,"Coqueiral",24762.75766509,128.099115879
"636",2017,"Santana Da Vargem",61102.2913745,1571.890560942
"637",2017,"Sao Bento Abade",309803.4986423,8876.398810205
"638",2017,"Sao Thome Das Letras",51316.1362904,166.369629869
"639",2017,"Tres Pontas",39490.113844149,1136.857780739
"640",2017,"Tres Coracoes",2292204.1694158,103217.254695407
"641",2017,"Carmo Da Mata",2673152.68092,21467.73752099
"642",2017,"Sao Francisco De Paula",1247445.380542,34926.66361969
"643",2017,"Careacu",773315.15627,24977.37045019
"644",2017,"Cordislandia",3563112.891495,80474.54093399
"645",2017,"Sao Goncalo Do Sapucai",1521216.15248,40224.4217992
"646",2017,"Silvianopolis",1072718.781118,27684.02411045
"647",2017,"Turvolandia",621379.733347,12924.563095637
"648",2017,"Carrancas",1931.970956498,48.809876251
"649",2017,"Ingai",111263.222172828,17656.963750152
"650",2017,"Lavras",8167222.48584,190463.92237176
"651",2017,"Luminarias",290742.439462,8008.544000664
"652",2017,"Nepomuceno",363684.03885,22362.357091934
"653",2017,"Itumirim",646708.90236286,3341.045648633
"654",2017,"Itutinga",73199.85458154,3751.862205085
"655",2017,"Casa Grande",18744.1486384,176.711053629
"656",2017,"Cristiano Otoni",685471.95728313,19664.211327849
"657",2017,"Sao Joao Del Rei",1255317.08722141,4188.14812305
"658",2017,"Conceicao Da Barra De Minas",142.099711983,1.465099408
"659",2017,"Coronel Xavier Chaves",341.867609699,7.628147004
"660",2017,"Dores De Campos",67591.111594527,459.539199312
"661",2017,"Madre De Deus De Minas",919778.5891414,52187.463041
"662",2017,"Lagoa Dourada",761602.1924428,34654.25827563
"663",2017,"Nazareno",1365677.648055,73978.44225372
"664",2017,"Piedade Do Rio Grande",293864.658478,3754.98687404
"665",2017,"Resende Costa",774430.6894,16627.71323812
"666",2017,"Ciriaco",199118.15041,2273.56178612
"667",2017,"Coxilha",370902.95572,7820.7349297
"668",2017,"Gentil",273199.28996,334.83642195
"669",2017,"Agudo",41114.03617225,1819.6444889
"670",2017,"Dona Francisca",102436.23997,3364.2659541
"671",2017,"Sao Joao Do Polesine",182036.29469,2529.9829289
"672",2017,"Coronel Bicaco",146911.16862,897.39791299
"673",2017,"Panambi",111246.064459,215.01277422
"674",2017,"Boa Vista Das Missoes",171000.3278312,349.23304118
"675",2017,"Carazinho",5617.52680661,43.461454523
"676",2017,"Cerro Grande",3644.3278062,14.568253922
"677",2017,"Chapada",1998.1994495,29.33007008
"678",2017,"Jaboticaba",8887.7661374,49.31782053
"679",2017,"Lajeado Do Bugre",17454.438386,658.9664437
"680",2017,"Sao Pedro Das Missoes",17374.006997,243.914583556
"681",2017,"Constantina",25634.176917,254.442574556
"682",2017,"Cristal Do Sul",8013.997756,341.42072847
"683",2017,"Liberato Salzano",16128.087547818,88.870877421
"684",2017,"Rodeio Bonito",6509.708471,46.612370913
"685",2017,"Seberi",29341.9142236,430.23284955
"686",2017,"Jacuizinho",25071.48612,203.39198821
"687",2017,"Putinga",10480.450467,29.769844981
"688",2017,"Nova Brescia",30972.89175,247.79213161
"689",2017,"Caraa",12286.996038,222.11098988
"690",2017,"Venancio Aires",130235.56048,1452.289167
"691",2017,"Lagoa Bonita Do Sul",66063.13313,1144.758582
"692",2017,"Bom Progresso",58007.51591,4251.16021916
"693",2017,"Braga",175277.79122,1960.4584032
"694",2017,"Campo Novo",171352.34964,1096.87634971
"695",2017,"Crissiumal",165686.38179,2932.31897489
"696",2017,"Sao Martinho",53879.93176482,957.60225794
"697",2017,"Ibirapuita",2972.8007941,123.60049165
"698",2017,"Lagoao",11888.696802,46.71972222
"699",2017,"Cambara Do Sul",4487.8969334,48.18885257
"700",2017,"Abelardo Luz",13406.254292,92.824295908
"701",2017,"Jacinto Machado",4198.208018,75.89065186
"702",2017,"Abatia",121199.901833,2645.73723203
"703",2017,"Andira",140738.95542,1740.689990949
"704",2017,"Leopolis",37717.430885878,548.4695185
"705",2017,"Nova America Da Colina",28701.998002,281.797538036
"706",2017,"Santa Amelia",157460.744779,3437.29449168
"707",2017,"Santo Antonio Do Paraiso",210724.238184914,2744.63849826
"708",2017,"Santa Mariana",9688.4738973,76.501082918
"709",2017,"Bandeirantes",35283.2815341,942.93936925
"710",2017,"Itauna Do Sul",76437.916544787,937.896677237
"711",2017,"Loanda",46457.7910376,486.811766748
"712",2017,"Santo Antonio Do Caiua",258134.168586,4254.95817113
"713",2017,"Sao Carlos Do Ivai",1114622.4995847,27938.34398917
"714",2017,"Cafeara",753535.940854,8397.27317345
"715",2017,"Itaguaje",150057.6348348,2655.494077487
"716",2017,"Lupionopolis",306909.83433,5090.5692608
"717",2017,"Arapua",222706.298228,4518.68178183
"718",2017,"Iretama",1053691.68951,14209.0501332
"719",2017,"Rancho Alegre",1618532.71295,18488.447939
"720",2017,"Sao Sebastiao Da Amoreira",853262.99064,18960.61300221
"721",2017,"Urai",1738137.9817,18095.2165624
"722",2017,"Nova Santa Barbara",1222393.45449,55145.7597853
"723",2017,"Cambe",4032312.4161729,16995.869162662
"724",2017,"Londrina",695517.7240928,40557.57949143
"725",2017,"Quedas Do Iguacu",253099.21679,19826.73236516
"726",2017,"Ponta Grossa",426480.61193,7561.55763039
"727",2017,"Santana Do Itarare",312871.650283,3073.67003373
"728",2017,"Salto Do Itarare",48471.1821011,979.29030493
"729",2017,"Japura",24075.0058134,236.369515665
"730",2017,"Imbituva",132076.810319,2883.17506247
"731",2017,"Prudentopolis",103678.441676,1836.00386363
"732",2017,"Maringa",139412.631049145,1914.618676
"733",2017,"Laguna Carapa",121308.809784817,1677.629555106
"734",2017,"Bataypora",37759.4673383,386.96152776
"735",2017,"Taquarussu",57453.689312,368.582468591
"736",2017,"Deodapolis",62018.53105,1111.0749151
"737",2017,"Canoas",17501.890064,2009.6264676
"738",2017,"Sentinela Do Sul",58193.43134,449.34669698
"739",2017,"Mostardas",46475.59524,530.66552268
"740",2017,"Osorio",71170.73461,502.46458682
"741",2017,"Palmares Do Sul",73826.1327,1387.86647153
"742",2017,"Arroio Grande",14937.495807376,437.95540313
"743",2017,"Pocone",4827614.162841,140980.8266986
