FOB,FOB_per_TONS,Muni,TONS,Year,codigo_ibg,estado_id,id,pib
3088227.283,13.82608612,Cidreira,223362.3642,2015,4305454,23,4025,142565
1085.204525,378.8525936,Glorinha,2.864450562,2015,4309050,23,4097,232232
5832.339026,39.77724826,Novo Hamburgo,146.625,2014,4313409,23,4204,5395053
1866.348489,39.77724826,Igrejinha,46.92000001,2014,4310108,23,4117,877190
19576.39587,49.74863391,Igrejinha,393.5061998,2015,4310108,23,4117,877190
902109.9931,18.05009967,Triunfo,49978.117,2015,4322004,23,4378,5777746
328168.0138,40.15589903,Triunfo,8172.348813,2016,4322004,23,4378,5777746
17501.89006,8.709026452,Canoas,2009.626468,2017,4304606,23,3996,16547966
1116239.444,267.4360157,Mariana Pimentel,4173.856094,2015,4311981,23,4162,45247
7300636,161.9140494,Vale Verde,45089.577,2015,4322525,23,4393,47507
21619.24525,5.241461414,Vale Verde,4124.659811,2016,4322525,23,4393,47507
330466.6246,14.99256426,Taquari,22042.03489,2015,4321303,23,4358,423140
1298840.534,50.31976594,Paverama,25811.73641,2015,4314159,23,4223,102781
187561.3155,17.42217773,Paverama,10765.66423,2016,4314159,23,4223,102781
51324.54366,39.77724826,Paverama,1290.299,2014,4314159,23,4223,102781
2158100,139.3345026,Charqueadas,15488.626,2015,4305355,23,4020,1010047
116.6666691,39.77724827,Brochier,2.932999999,2014,4302659,23,3973,63055
2916.189402,39.77724827,Imigrante,73.313,2014,4310363,23,4121,116283
86106.28397,35.98216887,Roca Sales,2393.026509,2016,4315800,23,4262,270951
299587.397,39.77724827,Roca Sales,7531.627001,2014,4315800,23,4262,270951
507688.9004,305.474071,Dois Lajeados,1661.970519,2016,4306452,23,4050,69666
58323.31071,39.77724825,Dois Lajeados,1466.248,2014,4306452,23,4050,69666
216000.2228,52.68607646,Vespasiano Correa,4099.759127,2015,4322855,23,4398,44223
6478874.466,139.3921381,Anta Gorda,46479.48265,2016,4300703,23,3932,108431
317539.8763,18.57296248,Relvado,17096.88891,2016,4315453,23,4256,35256
11586.91353,39.77724827,Relvado,291.295,2014,4315453,23,4256,35256
3499.403416,39.77724826,Coqueiro Baixo,87.975,2014,4305835,23,4031,26955
73839.46831,59.23353714,Estrela,1246.58212,2016,4307807,23,4074,970387
98101.04106,8.635244299,Westfalia,11360.54032,2015,4323770,23,4411,92381
10114.72266,45.73802787,Westfalia,221.1447045,2016,4323770,23,4411,92381
38882.2204,39.77724827,Fazenda Vilanova,977.499,2014,4308078,23,4081,152221
60343.52485,27.95645593,Forquetinha,2158.482642,2016,4308433,23,4087,29360
69478.44487,156.8666876,Progresso,442.9139541,2015,4315156,23,4248,82956
116.6666691,39.77724827,Progresso,2.932999999,2014,4315156,23,4248,82956
388864.3996,378.8525935,Pouso Novo,1026.426653,2015,4315131,23,4246,36166
6940.316927,7.267139642,Pouso Novo,955.0273242,2016,4315131,23,4246,36166
1399.761366,39.77724827,Pouso Novo,35.19,2014,4315131,23,4246,36166
528849.0273,32.84333004,Travesseiro,16102.17437,2015,4321626,23,4369,45892
5858.825601,39.91585485,Putinga,146.7794094,2016,4315206,23,4250,67768
10480.45047,352.049212,Putinga,29.76984498,2017,4315206,23,4250,67768
5832.339026,39.77724826,Putinga,146.625,2014,4315206,23,4250,67768
73487.39218,39.77724827,Arvorezinha,1847.473,2014,4301404,23,3943,126049
262.58174,67.35800449,Itapuca,3.898300461,2015,4310579,23,4129,33814
431592.4913,39.77724826,Itapuca,10850.235,2014,4310579,23,4129,33814
38099.14229,5.464647319,Fontoura Xavier,6971.930679,2016,4308300,23,4085,114842
79883.66074,28.53319228,Camargo,2799.674847,2015,4303558,23,3983,61116
186.1607991,38.53229413,Montauri,4.831292902,2016,4312351,23,4172,38809
44650.54661,162.7693562,Casca,274.3178916,2015,4304903,23,4009,245670
898178.9372,39.77724827,Casca,22580.218,2014,4304903,23,4009,245670
4521.685519,378.8525935,Vanini,11.93521068,2015,4322558,23,4394,31049
166027.0123,39.77724826,Vanini,4173.919,2014,4322558,23,4394,31049
46658.67244,39.77724828,Fagundes Varela,1172.999,2014,4307864,23,4077,69564
979831.5643,39.77724826,Bom Jesus,24632.965,2014,4302303,23,3965,214856
221531.0649,79.00360328,Painel,2804.062798,2015,4211892,24,4593,37245
4198.208018,55.31917193,Jacinto Machado,75.89065186,2017,4208708,24,4545,170278
