system:index,GDD
0,"[13.610877080746354, 13.758863539963606, 13.112537278081268, 13.130098050797132, 13.819441888511372, 13.653805596837875, 13.509918492042392, 13.964548323968476, 13.725496596812578, 13.516698820968553, 13.329866038981292, 12.690865025660408, 12.066684466889708, 11.210154030282617, 10.48173090620831, 10.793225796008826, 11.40709383515453, 11.657530642030528, 11.273817129664238, 12.94499377224869, 13.79927486232147, 13.791154410708305, 13.450102414096289, 13.70215690994084, 13.548902100190167, 13.481956651227499, 13.063981250337378, 12.761188781143476, 12.750625545389195, 12.670418597132336, 11.837561671057502, 11.513835597553502, 12.06001494225658, 12.83817125146996, 13.677364858113757, 13.875148023839257, 14.698753587780189, 14.697149249700546, 13.553079673412329, 14.200887278612473, 14.05826434607953, 14.211388240855008, 14.370055527931349, 14.154847499423578, 14.4422110461484, 12.987599408118152, 13.061126637415807, 13.966372122326803, 13.988354916407065, 14.453110917407411, 13.21524387094229, 12.584264460580764, 12.446343533274247, 13.533093323797132, 13.120064107920172, 13.305500209361524, 13.618661664053592, 12.185745603924504, 11.340910861025371, 12.329640603276863, 11.987446302232271, 11.704089796279574, 13.58754879770429, 14.298496093507772, 13.292978100427671, 12.66465026244404, 11.496066468842455, 11.048860194438785, 10.779674761210233, 11.374227592269236, 11.249601480518288, 11.175893674899362, 12.42098154842838, 12.076959109236068, 13.309131460451617, 12.671228749882602, 13.236129209432379, 13.432906746193567, 13.593109508334175, 14.153164593891654, 13.097891982244391, 13.985197974882388, 14.197214294235819, 14.483862102342176, 14.620535767930736, 14.06718687937319, 13.530283872535785, 14.350784350094257, 13.894216856131633, 13.082973778575402, 11.755513329547055, 12.12703684262107, 13.084783197187413, 13.982638354670128, 13.635675869377732, 13.286679371409893, 13.806481395087332, 14.014989396655455, 14.468234117910333, 14.49484681732069, 12.774934604573613, 11.302874476364572, 10.573804453694233, 10.708488597122239, 11.01335038970372, 11.016356295324135, 11.49077398715167, 11.800297269175793, 11.505086233862116, 11.854511673769576, 12.463120569055047, 12.81981129934529, 13.287002360956874, 13.035923546360308, 12.367691869715573, 12.422788761251214, 12.494756486143755, 12.754795085244371, 12.906550216769203, 13.251411676090603, 13.97988505334896, 13.930146228389125, 13.286301750990749, 13.383740908336494, 13.618325202700468, 13.899390311218713, 13.219432642834134, 13.115551814030436, 12.801701940597741, 12.36165923363545, 12.221103731163895, 12.009720264131985, 11.544214577742602, 11.3298030849696, 11.704503586935703, 11.749907294765622, 10.904220244755528, 11.283895804770436, 11.94285450691171, 11.641520191206727, 11.649137637721495, 11.341439172667544, 12.138990211780316, 13.207594673826522, 13.630037209911412, 14.748650834522213, 14.613106719868341, 14.84619279940262, 14.607551608382183, 14.432849883712558]"
