system:index,Date,GDD,KDD,.geo
0,"[946684800000, 946771200000, 946857600000, 946944000000, 947030400000, 947116800000, 947203200000, 947289600000, 947376000000, 947462400000, 947548800000, 947635200000, 947721600000, 947808000000, 947894400000, 947980800000, 948067200000, 948153600000, 948240000000, 948326400000, 948412800000, 948499200000, 948585600000, 948672000000, 948758400000, 948844800000, 948931200000, 949017600000, 949104000000, 949190400000, 949276800000, 949363200000, 949449600000, 949536000000, 949622400000, 949708800000, 949795200000, 949881600000, 949968000000, 950054400000, 950140800000, 950227200000, 950313600000, 950400000000, 950486400000, 950572800000, 950659200000, 950745600000, 950832000000, 950918400000, 1167609600000, 1167696000000, 1167782400000, 1167868800000, 1167955200000, 1168041600000, 1168128000000, 1168214400000, 1168300800000, 1168387200000, 1168473600000, 1168560000000, 1168646400000, 1168732800000, 1168819200000, 1168905600000, 1168992000000, 1169078400000, 1169164800000, 1169251200000, 1169337600000, 1169424000000, 1169510400000, 1169596800000, 1169683200000, 1169769600000, 1169856000000, 1169942400000, 1170028800000, 1170115200000, 1170201600000, 1170288000000, 1170374400000, 1170460800000, 1170547200000, 1170633600000, 1170720000000, 1170806400000, 1170892800000, 1170979200000, 1171065600000, 1171152000000, 1171238400000, 1171324800000, 1171411200000, 1171497600000, 1171584000000, 1171670400000, 1171756800000, 1171843200000, 1388534400000, 1388620800000, 1388707200000, 1388793600000, 1388880000000, 1388966400000, 1389052800000, 1389139200000, 1389225600000, 1389312000000, 1389398400000, 1389484800000, 1389571200000, 1389657600000, 1389744000000, 1389830400000, 1389916800000, 1390003200000, 1390089600000, 1390176000000, 1390262400000, 1390348800000, 1390435200000, 1390521600000, 1390608000000, 1390694400000, 1390780800000, 1390867200000, 1390953600000, 1391040000000, 1391126400000, 1391212800000, 1391299200000, 1391385600000, 1391472000000, 1391558400000, 1391644800000, 1391731200000, 1391817600000, 1391904000000, 1391990400000, 1392076800000, 1392163200000, 1392249600000, 1392336000000, 1392422400000, 1392508800000, 1392595200000, 1392681600000, 1392768000000]","[13.610877080746354, 13.758863539963606, 13.112537278081268, 13.130098050797132, 13.819441888511372, 13.653805596837875, 13.509918492042392, 13.964548323968476, 13.725496596812578, 13.516698820968553, 13.329866038981292, 12.690865025660408, 12.066684466889708, 11.210154030282617, 10.48173090620831, 10.793225796008826, 11.40709383515453, 11.657530642030528, 11.273817129664238, 12.94499377224869, 13.79927486232147, 13.791154410708305, 13.450102414096289, 13.70215690994084, 13.548902100190167, 13.481956651227499, 13.063981250337378, 12.761188781143476, 12.750625545389195, 12.670418597132336, 11.837561671057502, 11.513835597553502, 12.06001494225658, 12.83817125146996, 13.677364858113757, 13.875148023839257, 14.698753587780189, 14.697149249700546, 13.553079673412329, 14.200887278612473, 14.05826434607953, 14.211388240855008, 14.370055527931349, 14.154847499423578, 14.4422110461484, 12.987599408118152, 13.061126637415807, 13.966372122326803, 13.988354916407065, 14.453110917407411, 13.21524387094229, 12.584264460580764, 12.446343533274247, 13.533093323797132, 13.120064107920172, 13.305500209361524, 13.618661664053592, 12.185745603924504, 11.340910861025371, 12.329640603276863, 11.987446302232271, 11.704089796279574, 13.58754879770429, 14.298496093507772, 13.292978100427671, 12.66465026244404, 11.496066468842455, 11.048860194438785, 10.779674761210233, 11.374227592269236, 11.249601480518288, 11.175893674899362, 12.42098154842838, 12.076959109236068, 13.309131460451617, 12.671228749882602, 13.236129209432379, 13.432906746193567, 13.593109508334175, 14.153164593891654, 13.097891982244391, 13.985197974882388, 14.197214294235819, 14.483862102342176, 14.620535767930736, 14.06718687937319, 13.530283872535785, 14.350784350094257, 13.894216856131633, 13.082973778575402, 11.755513329547055, 12.12703684262107, 13.084783197187413, 13.982638354670128, 13.635675869377732, 13.286679371409893, 13.806481395087332, 14.014989396655455, 14.468234117910333, 14.49484681732069, 12.774934604573613, 11.302874476364572, 10.573804453694233, 10.708488597122239, 11.01335038970372, 11.016356295324135, 11.49077398715167, 11.800297269175793, 11.505086233862116, 11.854511673769576, 12.463120569055047, 12.81981129934529, 13.287002360956874, 13.035923546360308, 12.367691869715573, 12.422788761251214, 12.494756486143755, 12.754795085244371, 12.906550216769203, 13.251411676090603, 13.97988505334896, 13.930146228389125, 13.286301750990749, 13.383740908336494, 13.618325202700468, 13.899390311218713, 13.219432642834134, 13.115551814030436, 12.801701940597741, 12.36165923363545, 12.221103731163895, 12.009720264131985, 11.544214577742602, 11.3298030849696, 11.704503586935703, 11.749907294765622, 10.904220244755528, 11.283895804770436, 11.94285450691171, 11.641520191206727, 11.649137637721495, 11.341439172667544, 12.138990211780316, 13.207594673826522, 13.630037209911412, 14.748650834522213, 14.613106719868341, 14.84619279940262, 14.607551608382183, 14.432849883712558]","[0.044472241127583606, 0.04127962564580342, 0.09650501174921434, 0.10984940604343534, 0.13781046251597254, 0.10673580805331452, 0.08554992386054139, 0.05403067863160722, 0.05788193585109452, 0.0905761008933531, 0.13613726827297085, 0.16126867801667755, 0.22339795284606875, 0.371344657467785, 0.547195260329013, 0.5135772344507334, 0.46540436273173985, 0.35771320266161694, 0.48699111648124316, 0.19739989875831188, 0.14776873383197708, 0.1622359852791949, 0.1591114779260002, 0.1466008105946646, 0.1405102923628852, 0.1216108372348149, 0.15758363125458216, 0.19210952922794125, 0.19736093657065157, 0.1839989422550788, 0.33215214093841505, 0.39371938144980834, 0.36460114331367965, 0.2365198245761547, 0.10807312427267629, 0.10026459969596992, 0.03388704885215978, 0.01103577580390504, 0.09588393721917962, 0.025738343321911574, 0.03714553546333219, 0.03847962513771252, 0.04074268885274671, 0.03589231667711924, 0.013411257137105618, 0.0824451962082365, 0.10107472468354987, 0.035503464678014414, 0.03128679225103067, 0.013381816384749248, 0.13769959861591685, 0.24679712477699345, 0.24427323004717028, 0.14184012403948876, 0.15860407001116192, 0.1354188578786824, 0.14577621730986162, 0.3621032840411826, 0.5082172119309799, 0.3213030328846868, 0.2959689599037021, 0.3291414302529182, 0.13245379677616628, 0.07556886920153952, 0.25710386717056427, 0.3383761385912656, 0.4715261510108141, 0.5369720951824196, 0.5997588755269929, 0.481071829286105, 0.5479780562619441, 0.5384214235638209, 0.2925070798047341, 0.3197686255248992, 0.22672212892813254, 0.3260840990747802, 0.319461017672089, 0.16700746563018998, 0.17816328783503882, 0.07849963233835106, 0.17806876794393642, 0.10931886517607019, 0.08213616063567858, 0.030512738981796846, 0.03144073521924449, 0.033917661517317683, 0.09993745142690832, 0.05093401369439148, 0.10623568485047803, 0.1369929109003001, 0.3459523016842089, 0.30365925009531936, 0.134684629082801, 0.038298867786556064, 0.046840976215341966, 0.07487656862983673, 0.06903365515541263, 0.060966947781179365, 0.027574980632143836, 0.002798850176657048, 0.26943227236135475, 0.4428513397977598, 0.5151838925847804, 0.4679666495001355, 0.35545182142424125, 0.3708128149952486, 0.2730739466674161, 0.25713434956352793, 0.29680649517928887, 0.22616189323424044, 0.2102305365223483, 0.15828714924196566, 0.09613227569905672, 0.10108472021376949, 0.14912613815076303, 0.1820164467595122, 0.21238598991917668, 0.17644677439761738, 0.20358011714675897, 0.1603386839300546, 0.0831650681690763, 0.07828987252955275, 0.1398212494324403, 0.10336539680309922, 0.07603249655056239, 0.04545402336093001, 0.09758588100995287, 0.09610133434551882, 0.15390480673331844, 0.200243402150522, 0.231186689054853, 0.2638010421080112, 0.3154228926619839, 0.3551863728107025, 0.3457825301718509, 0.35642194318154674, 0.49126478347328917, 0.454853503306481, 0.32176183747708215, 0.3728498378482917, 0.32522403100111213, 0.3939272418066305, 0.2891202453685077, 0.1692799737343634, 0.1323784898248324, 0.051695711344434646, 0.022816260410180804, 0.014632688308279448, 0.02201525725369346, 0.03442637783324398]",
