YEAR,BIOME,STATE,MUNICIPALITY,LOGISTICS HUB,PORT,EXPORTER,IMPORTER,COUNTRY,TYPE,FOB_USD,SOY_EQUIVALENT_TONNES
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Iran,Soy bean equivalents,32158.6521,457.6133102
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Italy,Soy bean equivalents,9622.73501,19.45301921
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,49340.10206,427.397519
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Morocco,Soy bean equivalents,14642.1234,24.31627401
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Netherlands,Soy bean equivalents,13845.13453,1189.327734
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Pakistan,Soy bean equivalents,52524.28395,58.35905762
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Senegal,Soy bean equivalents,4801.707034,11.9003845
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Slovenia,Soy bean equivalents,4.320796701,245.6487581
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,8622.725294,136.1711345
2014,MATA ATLANTICA,PARANA,Jandaia Do Sul,CAMBE,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,14517.25427,29.52127945
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,146184.7425,11289.04867
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Taiwan,Soy bean equivalents,460946.5539,880.8625311
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Japan,Soy bean equivalents,258790.5249,551.4064913
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,United States,Soy bean equivalents,135487.8683,263.3082286
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,18897.38411,13282.78972
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,56392.33877,106.9443988
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Paranagua,Cofco,Cofco,Italy,Soy bean equivalents,254188.0982,480.4704715
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Paranagua,Cofco,Cofco,South Korea,Soy bean equivalents,214003.7902,1421.475093
2014,MATA ATLANTICA,PARANA,Jardim Alegre,PONTA GROSSA,Paranagua,Cofco,Cofco,Netherlands,Soy bean equivalents,197573.3016,495.1313873
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Concordia Trdg,Nigeria,Soy bean equivalents,6120.657012,47.38339627
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Rio Grande,Cofco,Concordia Trdg,China,Soy bean equivalents,6650.898372,12.18111458
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,18606.8567,5833.687312
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,31773.96815,36.80780434
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,6551.907075,12.65494316
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,France,Soy bean equivalents,21949.38645,505.1700771
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,France,Soy bean equivalents,31610.17349,274.6812034
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Italy,Soy bean equivalents,35179.10985,970.8351806
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,22246.68555,847.158648
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,746.4042698,8.186220887
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Netherlands,Soy bean equivalents,10994.25175,276.8914998
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Netherlands,Soy bean equivalents,20339.71532,147.8573179
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Portugal,Soy bean equivalents,18558.61969,304.4245487
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Slovenia,Soy bean equivalents,58897.64393,338.734946
2014,MATA ATLANTICA,PARANA,Lunardelli,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,11299.84185,277.8697871
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,44982.36039,3473.741836
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Taiwan,Soy bean equivalents,141837.4014,271.0493253
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Japan,Soy bean equivalents,79632.17265,169.672738
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,United States,Soy bean equivalents,41690.83595,81.02231072
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,5814.895098,4087.233893
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,17352.42996,32.90775361
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Paranagua,Cofco,Cofco,Italy,Soy bean equivalents,78215.96457,147.8450865
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Paranagua,Cofco,Cofco,South Korea,Soy bean equivalents,65850.89148,437.4006741
2014,MATA ATLANTICA,PARANA,Corumbatai Do Sul,PONTA GROSSA,Paranagua,Cofco,Cofco,Netherlands,Soy bean equivalents,60795.08233,152.3563822
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,156503.6657,12085.92271
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Taiwan,Soy bean equivalents,493483.9583,943.0410638
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Japan,Soy bean equivalents,277058.0917,590.3293031
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,United States,Soy bean equivalents,145051.7179,281.8946921
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,20231.31713,14220.39843
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,60372.97452,114.4934153
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Paranagua,Cofco,Cofco,Italy,Soy bean equivalents,272130.7878,514.3860348
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Paranagua,Cofco,Cofco,South Korea,Soy bean equivalents,229109.9404,1521.814513
2014,MATA ATLANTICA,PARANA,Iretama,PONTA GROSSA,Paranagua,Cofco,Cofco,Netherlands,Soy bean equivalents,211519.6526,530.0818388
2014,MATA ATLANTICA,PARANA,Engenheiro Beltrao,MARINGA,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,680116.3226,1305.379015
2014,MATA ATLANTICA,PARANA,Engenheiro Beltrao,MARINGA,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,86232.94672,171.7789849
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,104140.569,8042.206953
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Taiwan,Soy bean equivalents,328373.7795,627.5177808
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Japan,Soy bean equivalents,184359.818,392.8165469
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,United States,Soy bean equivalents,96520.22128,187.5781855
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,13462.31009,9462.528416
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,40173.34605,76.18613511
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Paranagua,Cofco,Cofco,Italy,Soy bean equivalents,181081.0946,342.2824259
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Paranagua,Cofco,Cofco,South Korea,Soy bean equivalents,152454.1898,1012.644839
2014,MATA ATLANTICA,PARANA,Mambore,PONTA GROSSA,Paranagua,Cofco,Cofco,Netherlands,Soy bean equivalents,140749.2718,352.7267178
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,184496.0055,14247.61812
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Taiwan,Soy bean equivalents,581748.7959,1111.713956
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,Japan,Soy bean equivalents,326612.8686,695.9159574
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Cofco,United States,Soy bean equivalents,170995.7555,332.3145463
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,23849.90269,16763.86745
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,71171.32106,134.9717765
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Paranagua,Cofco,Cofco,Italy,Soy bean equivalents,320804.2643,606.3894304
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Paranagua,Cofco,Cofco,South Korea,Soy bean equivalents,270088.6821,1794.007173
2014,MATA ATLANTICA,PARANA,Barbosa Ferraz,PONTA GROSSA,Paranagua,Cofco,Cofco,Netherlands,Soy bean equivalents,249352.1849,624.8925954
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,China,Soy bean equivalents,218916.3492,21223.12695
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,China,Soy bean equivalents,68210.75024,13998.50441
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,Italy,Soy bean equivalents,1130265.546,2658.198997
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,Italy,Soy bean equivalents,71435.99572,132.566405
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,Tunisia,Soy bean equivalents,188586.5784,1671.899168
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,Turkey,Soy bean equivalents,707199.6691,4103.752504
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,Turkey,Soy bean equivalents,707199.6691,1367.917501
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Cofco,Egypt,Soy bean equivalents,25213.45539,47.66675724
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Santos,Cofco,Alimport - Empresa Comercializadora De Alimentos,Cuba,Soy bean equivalents,1075806.387,1808.394232
2014,MATA ATLANTICA,PARANA,Assai,LONDRINA,Paranagua,Cofco,Cofco,China,Soy bean equivalents,43705.87611,272.8940699
2014,MATA ATLANTICA,PARANA,Boa Esperanca Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,648.9159741,64.97931761
2014,MATA ATLANTICA,PARANA,Boa Esperanca Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,103.4467332,11.93305389
2014,MATA ATLANTICA,PARANA,Boa Esperanca Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,Taiwan,Soy bean equivalents,885.5360546,15.96934421
2014,MATA ATLANTICA,PARANA,Boa Esperanca Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,United States,Soy bean equivalents,2856.219081,5.550793812
2014,MATA ATLANTICA,PARANA,Boa Esperanca Do Iguacu,PASSO FUNDO,Rio Grande,Cofco,Cofco,China,Soy bean equivalents,78405.12151,4834.147019
2014,MATA ATLANTICA,PARANA,Boa Esperanca Do Iguacu,PASSO FUNDO,Rio Grande,Cofco,Cofco,Iran,Soy bean equivalents,4172.900904,323.0061857
2014,MATA ATLANTICA,PARANA,Boa Esperanca Do Iguacu,PASSO FUNDO,Paranagua,Cofco,Cofco,China,Soy bean equivalents,15890.24065,44.41628553
2014,MATA ATLANTICA,PARANA,Nova Prata Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,5287.30145,529.4448802
2014,MATA ATLANTICA,PARANA,Nova Prata Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,China,Soy bean equivalents,842.8734758,97.22931109
2014,MATA ATLANTICA,PARANA,Nova Prata Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,Taiwan,Soy bean equivalents,7215.257833,130.1165947
2014,MATA ATLANTICA,PARANA,Nova Prata Do Iguacu,PASSO FUNDO,Sao Francisco Do Sul,Cofco,Cofco,United States,Soy bean equivalents,23272.18298,45.22730421
2014,MATA ATLANTICA,PARANA,Nova Prata Do Iguacu,PASSO FUNDO,Rio Grande,Cofco,Cofco,China,Soy bean equivalents,638836.9668,39388.13893
2014,MATA ATLANTICA,PARANA,Nova Prata Do Iguacu,PASSO FUNDO,Rio Grande,Cofco,Cofco,Iran,Soy bean equivalents,34000.37274,2631.821595
2014,MATA ATLANTICA,PARANA,Nova Prata Do Iguacu,PASSO FUNDO,Paranagua,Cofco,Cofco,China,Soy bean equivalents,129472.0669,361.8993833
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Sao Francisco Do Sul,Cofco,Concordia Trdg,Nigeria,Soy bean equivalents,17482.55331,135.3421291
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Rio Grande,Cofco,Concordia Trdg,China,Soy bean equivalents,18997.09216,34.79315776
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,53147.13168,16662.8761
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,90756.61174,105.1348573
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,18714.34137,36.14656369
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,France,Soy bean equivalents,62694.46531,1442.927252
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,France,Soy bean equivalents,90288.76183,784.5773374
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Italy,Soy bean equivalents,100482.7851,2773.015669
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,63543.64658,2419.755951
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,2131.969233,23.38246413
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Netherlands,Soy bean equivalents,31403.09807,790.8906507
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Netherlands,Soy bean equivalents,58096.72993,422.3277725
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Portugal,Soy bean equivalents,53009.35135,869.5338409
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Slovenia,Soy bean equivalents,168230.5017,967.5353055
2014,MATA ATLANTICA,PARANA,Santo Antonio Da Platina,PONTA GROSSA,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,32275.96107,793.6849518
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Bangladesh,Soy bean equivalents,2951.413163,102.0098064
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Sri Lanka,Soy bean equivalents,288.1773041,32.68303116
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Indonesia,Soy bean equivalents,7685.649447,25.50111106
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Oman,Soy bean equivalents,5269.981117,25.41140451
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Philippines,Soy bean equivalents,4065.197182,50.3200645
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Russian Federation,Soy bean equivalents,825.4595184,2.193426386
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Senegal,Soy bean equivalents,3076.856973,8.891150309
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Santos,Cofco,Concordia Trdg,Thailand,Soy bean equivalents,7326.768938,33.80385721
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Sao Francisco Do Sul,Cofco,Concordia Trdg,Indonesia,Soy bean equivalents,4205.753127,58.45966949
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Sao Francisco Do Sul,Cofco,Concordia Trdg,Philippines,Soy bean equivalents,1951.199133,31.91361199
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Sao Francisco Do Sul,Cofco,Concordia Trdg,Vietnam,Soy bean equivalents,2623.770942,50.78773578
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Bangladesh,Soy bean equivalents,24761.65939,101.1728038
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,23730.56688,439.576087
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,24598.10813,426.2422028
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,France,Soy bean equivalents,5452.81506,1164.622133
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Georgia,Soy bean equivalents,8185.740107,401.4030991
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Hong Kong,Soy bean equivalents,7960.104802,16.86213397
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,India,Soy bean equivalents,37387.81595,333.2966028
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Iran,Soy bean equivalents,27875.54436,396.665261
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Italy,Soy bean equivalents,8341.113796,16.86213397
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,42768.65211,370.4738142
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Morocco,Soy bean equivalents,12691.98595,21.07766746
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Netherlands,Soy bean equivalents,12001.14546,1030.924987
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Pakistan,Soy bean equivalents,45528.74302,50.5864019
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Senegal,Soy bean equivalents,4162.183074,10.31541045
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Slovenia,Soy bean equivalents,3.745323645,212.9315879
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,7474.292166,118.0349378
2014,MATA ATLANTICA,PARANA,Bom Sucesso,CAMBE,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,12583.74773,25.58943492
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Bangladesh,Soy bean equivalents,1730.404526,59.80803802
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Sri Lanka,Soy bean equivalents,168.9574734,19.16196137
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Indonesia,Soy bean equivalents,4506.072803,14.95122355
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Oman,Soy bean equivalents,3089.773837,14.89862887
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Philippines,Soy bean equivalents,2383.412695,29.50250016
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Russian Federation,Soy bean equivalents,483.9643951,1.285999193
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Senegal,Soy bean equivalents,1803.951848,5.212854277
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Santos,Cofco,Concordia Trdg,Thailand,Soy bean equivalents,4295.662256,19.81909826
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Sao Francisco Do Sul,Cofco,Concordia Trdg,Indonesia,Soy bean equivalents,2465.820216,34.27472572
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Sao Francisco Do Sul,Cofco,Concordia Trdg,Philippines,Soy bean equivalents,1143.982094,18.71085326
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Sao Francisco Do Sul,Cofco,Concordia Trdg,Vietnam,Soy bean equivalents,1538.308892,29.77669441
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Bangladesh,Soy bean equivalents,14517.68529,59.31730594
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,13913.1589,257.7221176
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,China,Soy bean equivalents,14421.79569,249.904502
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,France,Soy bean equivalents,3196.96882,682.8144004
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Georgia,Soy bean equivalents,4799.27443,235.3414113
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Hong Kong,Soy bean equivalents,4666.985139,9.886217657
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,India,Soy bean equivalents,21920.36233,195.4107805
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Iran,Soy bean equivalents,16343.34654,232.5636313
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Italy,Soy bean equivalents,4890.369549,9.886217657
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,South Korea,Soy bean equivalents,25075.13014,217.207666
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Morocco,Soy bean equivalents,7441.272607,12.35777207
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Netherlands,Soy bean equivalents,7036.234941,604.4281722
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Pakistan,Soy bean equivalents,26693.36301,29.65865297
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Senegal,Soy bean equivalents,2440.275227,6.047893652
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Slovenia,Soy bean equivalents,2.195871817,124.8411398
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,4382.154675,69.2035236
2014,MATA ATLANTICA,PARANA,Marumbi,CAMBE,Paranagua,Cofco,Concordia Trdg,Spain,Soy bean equivalents,7377.81287,15.00300756
2014,MATA ATLANTICA,PARANA,Pitangueiras,CAMBE,Santos,Cofco,Concordia Trdg,Bangladesh,Soy bean equivalents,3787.447284,130.9056858
2014,MATA ATLANTICA,PARANA,Pitangueiras,CAMBE,Santos,Cofco,Concordia Trdg,Sri Lanka,Soy bean equivalents,369.8080503,41.94101291
